Number	Family	Genus	Species	Latitude	Longitude	Alt	date
A47-20160425-029	Erebidae	Lyclene	Lyclene alikangiae	23.283033	120.919764	2082	20160425
A46-20160426-063	Erebidae	Lyclene	Lyclene alikangiae	23.266046	120.825008	1004	20160426
A35-20160502-077	Erebidae	Lyclene	Lyclene alikangiae	24.41809	121.78984	245	20160502
A48-20160601-249	Erebidae	Lyclene	Lyclene alikangiae	23.286559	120.897641	1900	20160601
A43-20160713-212	Erebidae	Lyclene	Lyclene alikangiae	24.31492	121.72523	549	20160713
A38-20140206-032	Euteliidae	Eutelia	Eutelia geyeri	23.955256	121.17201	1220	20140206
A35-20130605-046	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20130605
A35-20130805-041	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20130805
A35-20130805-042	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20130805
V02-20130930-128	Erebidae	Cruxoruza	Cruxoruza decorata	24.051142	120.780668	312	20130930
A35-20140728-150	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20140728
V10-20140730-081	Erebidae	Cruxoruza	Cruxoruza decorata	23.665211	120.633595	296	20140730
A35-20141116-114	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20141116
A35-20150609-268	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20150609
A35-20150811-050	Erebidae	Cruxoruza	Cruxoruza decorata	24.41809	121.78984	245	20150811
A32-20111123-066	Erebidae	Perciana	Perciana taiwana	24.273494	120.948004	1000	20111123
V04-20130606-108	Erebidae	Perciana	Perciana taiwana	24.257227	121.008787	2287	20130606
A41-20140325-025	Erebidae	Perciana	Perciana taiwana	23.956808	121.124291	1112	20140325
V04-20140816-018	Erebidae	Perciana	Perciana taiwana	24.257227	121.008787	2287	20140816
V04-20140816-019	Erebidae	Perciana	Perciana taiwana	24.257227	121.008787	2287	20140816
A48-20150512-188	Erebidae	Perciana	Perciana taiwana	23.286559	120.897641	1900	20150512
A52-20151110-024	Erebidae	Perciana	Perciana taiwana	23.277222	120.917283	2234	20151110
A46-20151111-041	Erebidae	Perciana	Perciana taiwana	23.266046	120.825008	1004	20151111
A48-20160425-172	Erebidae	Perciana	Perciana taiwana	23.286559	120.897641	1900	20160425
A48-20160601-218	Erebidae	Perciana	Perciana taiwana	23.286559	120.897641	1900	20160601
V12-20130628-007	Geometridae	Arichanna	Arichanna sinica refracta	23.618729	120.928362	2300	20130628
V12-20130910-001	Geometridae	Arichanna	Arichanna sinica refracta	23.618729	120.928362	2300	20130910
V12-20140809-013	Geometridae	Arichanna	Arichanna sinica refracta	23.618729	120.928362	2300	20140809
V12-20140809-014	Geometridae	Arichanna	Arichanna sinica refracta	23.618729	120.928362	2300	20140809
A52-20151110-075	Geometridae	Arichanna	Arichanna sinica refracta	23.277222	120.917283	2234	20151110
A47-20151110-045	Geometridae	Arichanna	Arichanna sinica refracta	23.283033	120.919764	2082	20151110
A52-20160704-001	Geometridae	Arichanna	Arichanna sinica refracta	23.277222	120.917283	2234	20160704
V29-20160827-019	Geometridae	Arichanna	Arichanna sinica refracta	23.482412	120.868138	2464	20160827
A32-20120725-004	Erebidae	Simplicia	Simplicia bimarginata	24.273494	120.948004	1000	20120725
A36-20130606-015	Erebidae	Simplicia	Simplicia bimarginata	24.53641	121.82909	168	20130606
A36-20130606-016	Erebidae	Simplicia	Simplicia bimarginata	24.53641	121.82909	168	20130606
V07-20130607-020	Erebidae	Simplicia	Simplicia bimarginata	24.22315	120.762824	390	20130607
V05-20130607-044	Erebidae	Simplicia	Simplicia bimarginata	25.154885	121.504001	310	20130607
A35-20130805-038	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20130805
V06-20130805-051	Erebidae	Simplicia	Simplicia bimarginata	24.576929	120.884343	100	20130805
V02-20130930-063	Erebidae	Simplicia	Simplicia bimarginata	24.051142	120.780668	312	20130930
B29-20131018-006	Erebidae	Simplicia	Simplicia bimarginata	23.96584	121.493076	168	20131018
V13-20131102-068	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20131102
V13-20131102-069	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20131102
V13-20131102-070	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20131102
V13-20131102-071	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20131102
A34-20131105-005	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20131105
V11-20131109-075	Erebidae	Simplicia	Simplicia bimarginata	23.058381	120.733335	1427	20131109
A35-20140101-003	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20140101
A41-20140325-030	Erebidae	Simplicia	Simplicia bimarginata	23.956808	121.124291	1112	20140325
V15-20140327-016	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140327
V15-20140327-017	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140327
V15-20140327-018	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140327
V10-20140328-040	Erebidae	Simplicia	Simplicia bimarginata	23.665211	120.633595	296	20140328
V17-20140412-027	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20140412
A34-20140428-003	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20140428
V02-20140501-038	Erebidae	Simplicia	Simplicia bimarginata	24.051142	120.780668	312	20140501
V13-20140516-013	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20140516
V05-20140525-015	Erebidae	Simplicia	Simplicia bimarginata	25.154885	121.504001	310	20140525
V10-20140530-018	Erebidae	Simplicia	Simplicia bimarginata	23.665211	120.633595	296	20140530
V10-20140530-019	Erebidae	Simplicia	Simplicia bimarginata	23.665211	120.633595	296	20140530
V15-20140531-008	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140531
V15-20140531-010	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140531
V17-20140607-018	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20140607
A34-20140626-012	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20140626
A34-20140626-013	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20140626
V15-20140627-027	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140627
V07-20140704-028	Erebidae	Simplicia	Simplicia bimarginata	24.22315	120.762824	390	20140704
V05-20140718-023	Erebidae	Simplicia	Simplicia bimarginata	25.154885	121.504001	310	20140718
V05-20140718-024	Erebidae	Simplicia	Simplicia bimarginata	25.154885	121.504001	310	20140718
V15-20140721-008	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20140721
A35-20140728-021	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20140728
A38-20140728-028	Erebidae	Simplicia	Simplicia bimarginata	23.955256	121.17201	1220	20140728
V17-20140816-019	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20140816
A35-20140923-041	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20140923
A40-20140924-026	Erebidae	Simplicia	Simplicia bimarginata	24.3208	121.7209	280	20140924
V17-20140924-011	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20140924
V17-20141004-009	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20141004
V13-20141018-047	Erebidae	Simplicia	Simplicia bimarginata	24.777422	121.502043	418	20141018
V17-20141108-008	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20141108
A35-20141116-024	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20141116
V05-20141121-012	Erebidae	Simplicia	Simplicia bimarginata	25.154885	121.504001	310	20141121
V02-20141124-026	Erebidae	Simplicia	Simplicia bimarginata	24.051142	120.780668	312	20141124
V17-20150307-005	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20150307
V19-20150320-014	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150320
V19-20150320-015	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150320
A35-20150409-044	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20150409
V19-20150417-010	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150417
V20-20150417-021	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20150417
V20-20150417-022	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20150417
A46-20150513-015	Erebidae	Simplicia	Simplicia bimarginata	23.266046	120.825008	1004	20150513
V19-20150515-012	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150515
V19-20150515-013	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150515
V19-20150515-014	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150515
V20-20150515-031	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20150515
V20-20150515-032	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20150515
V15-20150516-009	Erebidae	Simplicia	Simplicia bimarginata	23.690748	120.62233	161	20150516
A38-20150518-007	Erebidae	Simplicia	Simplicia bimarginata	23.955256	121.17201	1220	20150518
V17-20150606-011	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20150606
V17-20150606-012	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20150606
A35-20150609-032	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20150609
V18-20150610-010	Erebidae	Simplicia	Simplicia bimarginata	24.175736	120.791587	532	20150610
A37-20150610-009	Erebidae	Simplicia	Simplicia bimarginata	24.53687	121.83858	278	20150610
A43-20150611-035	Erebidae	Simplicia	Simplicia bimarginata	24.31492	121.72523	549	20150611
V19-20150612-017	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150612
V19-20150612-018	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150612
V19-20150612-019	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150612
V19-20150612-020	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20150612
A35-20150811-105	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20150811
A34-20151006-052	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20151006
A35-20151014-029	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20151014
V19-20151016-044	Erebidae	Simplicia	Simplicia bimarginata	25.157501	121.511441	517	20151016
V23-20151110-008	Erebidae	Simplicia	Simplicia bimarginata	24.23196	120.73736	302	20151110
A52-20151110-015	Erebidae	Simplicia	Simplicia bimarginata	23.277222	120.917283	2234	20151110
A47-20151110-014	Erebidae	Simplicia	Simplicia bimarginata	23.283033	120.919764	2082	20151110
A47-20151110-015	Erebidae	Simplicia	Simplicia bimarginata	23.283033	120.919764	2082	20151110
A46-20151111-046	Erebidae	Simplicia	Simplicia bimarginata	23.266046	120.825008	1004	20151111
V17-20151205-031	Erebidae	Simplicia	Simplicia bimarginata	22.967711	120.68557	750	20151205
A35-20151209-023	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20151209
A35-20151209-024	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20151209
A34-20151209-008	Erebidae	Simplicia	Simplicia bimarginata	24.81502	121.41285	670	20151209
A37-20151210-018	Erebidae	Simplicia	Simplicia bimarginata	24.53687	121.83858	278	20151210
A35-20160111-015	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20160111
A35-20160307-072	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20160307
A42-20160308-003	Erebidae	Simplicia	Simplicia bimarginata	24.460113	121.818841	51	20160308
A43-20160308-022	Erebidae	Simplicia	Simplicia bimarginata	24.31492	121.72523	549	20160308
A35-20160502-053	Erebidae	Simplicia	Simplicia bimarginata	24.41809	121.78984	245	20160502
A43-20160503-058	Erebidae	Simplicia	Simplicia bimarginata	24.31492	121.72523	549	20160503
A43-20160503-059	Erebidae	Simplicia	Simplicia bimarginata	24.31492	121.72523	549	20160503
V18-20160506-009	Erebidae	Simplicia	Simplicia bimarginata	24.175736	120.791587	532	20160506
V18-20160506-014	Erebidae	Simplicia	Simplicia bimarginata	24.175736	120.791587	532	20160506
V25-20160514-018	Erebidae	Simplicia	Simplicia bimarginata	23.7153771	120.6158974	176	20160514
A46-20160602-138	Erebidae	Simplicia	Simplicia bimarginata	23.266046	120.825008	1004	20160602
V20-20160603-028	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20160603
V20-20160603-029	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20160603
V20-20160603-030	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20160603
V20-20160603-031	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20160603
V20-20160603-032	Erebidae	Simplicia	Simplicia bimarginata	24.617738	120.914902	37	20160603
V22-20160608-017	Erebidae	Simplicia	Simplicia bimarginata	24.176558	120.55142	68	20160608
V24-20160618-011	Erebidae	Simplicia	Simplicia bimarginata	22.887435	120.738201	1041	20160618
V24-20160618-012	Erebidae	Simplicia	Simplicia bimarginata	22.887435	120.738201	1041	20160618
V18-20160701-006	Erebidae	Simplicia	Simplicia bimarginata	24.175736	120.791587	532	20160701
A46-20160705-022	Erebidae	Simplicia	Simplicia bimarginata	23.266046	120.825008	1004	20160705
A43-20160713-174	Erebidae	Simplicia	Simplicia bimarginata	24.31492	121.72523	549	20160713
A32-20120725-064	Erebidae	Somena	Somena scintillans	24.273494	120.948004	1000	20120725
V07-20130412-119	Erebidae	Somena	Somena scintillans	24.22315	120.762824	390	20130412
A38-20130416-105	Erebidae	Somena	Somena scintillans	23.955256	121.17201	1220	20130416
V14-20130428-120	Erebidae	Somena	Somena scintillans	23.712426	120.90843	1525	20130428
A34-20130506-076	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20130506
V02-20130603-084	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20130603
V02-20130603-085	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20130603
V02-20130603-086	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20130603
V02-20130603-087	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20130603
V02-20130603-088	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20130603
V03-20130606-028	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130606-029	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130606-030	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130606-031	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130606-032	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130606-148	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130606
V03-20130708-077	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130708
V03-20130708-079	Erebidae	Somena	Somena scintillans	23.619961	120.802242	1721	20130708
A34-20130902-199	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20130902
V11-20131109-055	Erebidae	Somena	Somena scintillans	23.058381	120.733335	1427	20131109
V02-20140101-033	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20140101
V02-20140101-034	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20140101
V02-20140204-046	Erebidae	Somena	Somena scintillans	24.051142	120.780668	312	20140204
A38-20140206-068	Erebidae	Somena	Somena scintillans	23.955256	121.17201	1220	20140206
A34-20140226-083	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20140226
V11-20140308-061	Erebidae	Somena	Somena scintillans	23.058381	120.733335	1427	20140308
A38-20140325-097	Erebidae	Somena	Somena scintillans	23.955256	121.17201	1220	20140325
V15-20140327-085	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20140327
V15-20140327-086	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20140327
V10-20140328-124	Erebidae	Somena	Somena scintillans	23.665211	120.633595	296	20140328
V04-20140425-139	Erebidae	Somena	Somena scintillans	24.257227	121.008787	2287	20140425
A34-20140626-115	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20140626
V15-20140627-048	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20140627
V07-20140704-087	Erebidae	Somena	Somena scintillans	24.22315	120.762824	390	20140704
V04-20140721-074	Erebidae	Somena	Somena scintillans	24.257227	121.008787	2287	20140721
A35-20140728-086	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20140728
A35-20140728-087	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20140728
A38-20140728-113	Erebidae	Somena	Somena scintillans	23.955256	121.17201	1220	20140728
A34-20140826-107	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20140826
A40-20140924-155	Erebidae	Somena	Somena scintillans	24.3208	121.7209	280	20140924
A46-20150128-052	Erebidae	Somena	Somena scintillans	23.266046	120.825008	1004	20150128
V18-20150211-055	Erebidae	Somena	Somena scintillans	24.175736	120.791587	532	20150211
V18-20150211-056	Erebidae	Somena	Somena scintillans	24.175736	120.791587	532	20150211
V18-20150211-057	Erebidae	Somena	Somena scintillans	24.175736	120.791587	532	20150211
A35-20150212-027	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20150212
V15-20150214-020	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20150214
V17-20150307-035	Erebidae	Somena	Somena scintillans	22.967711	120.68557	750	20150307
V06-20150320-053	Erebidae	Somena	Somena scintillans	24.576929	120.884343	100	20150320
V20-20150515-051	Erebidae	Somena	Somena scintillans	24.617738	120.914902	37	20150515
A35-20150609-081	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20150609
V18-20150610-027	Erebidae	Somena	Somena scintillans	24.175736	120.791587	532	20150610
V18-20150610-028	Erebidae	Somena	Somena scintillans	24.175736	120.791587	532	20150610
A43-20150611-058	Erebidae	Somena	Somena scintillans	24.31492	121.72523	549	20150611
V19-20150612-045	Erebidae	Somena	Somena scintillans	25.157501	121.511441	517	20150612
V15-20150815-027	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20150815
V04-20150920-044	Erebidae	Somena	Somena scintillans	24.257227	121.008787	2287	20150920
A35-20151014-079	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20151014
A43-20151015-030	Erebidae	Somena	Somena scintillans	24.31492	121.72523	549	20151015
V15-20151107-022	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20151107
V15-20151107-023	Erebidae	Somena	Somena scintillans	23.690748	120.62233	161	20151107
A46-20151111-054	Erebidae	Somena	Somena scintillans	23.266046	120.825008	1004	20151111
A46-20151111-055	Erebidae	Somena	Somena scintillans	23.266046	120.825008	1004	20151111
V17-20151205-037	Erebidae	Somena	Somena scintillans	22.967711	120.68557	750	20151205
A34-20151209-010	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20151209
A34-20151209-011	Erebidae	Somena	Somena scintillans	24.81502	121.41285	670	20151209
V24-20160109-025	Erebidae	Somena	Somena scintillans	22.887435	120.738201	1041	20160109
A35-20160111-081	Erebidae	Somena	Somena scintillans	24.41809	121.78984	245	20160111
